name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people)
Onesta,Yes,Yes,4.3 /5,4421,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600
Cafe Vivacity,Yes,No,3.8 /5,91,"080 26768182
+91 9845704455",Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650
Crave Bit Cafe,No,No,3.7 /5,0,080 42061006,JP Nagar,Cafe,,Cafe,600
TAB - Take A Break,No,No,4.1 /5,523,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550
Black Cup Cafe,Yes,No,3.7 /5,28,+91 9972567777,BTM,Cafe,,"Cafe, Fast Food, Beverages",400
Kirthi's Biryani,Yes,No,3.8 /5,146,"080 26711554
+91 9741406338",Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700
Cafe Mondo,Yes,No,3.7 /5,513,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600
Cafe Arabica,No,No,3.8 /5,69,"080 64442444
+91 8050042444",Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery, Arabian, Fast Food",700
On The Nose,Yes,No,3.8 /5,616,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600
Brewz Coffee,Yes,No,3.0 /5,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650
Brew Point,No,No,,10,,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",
Bakers Town,Yes,No,3.5 /5,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger","Cafe, Continental, Fast Food",600
The Cravery,Yes,No,2.6 /5,18,+91 8042008011,JP Nagar,Cafe,,Cafe,500
Insta Cafe,Yes,No,2.9 /5,7,"080 43025801
+91 9148121314",BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400
Wellness Cafe,No,No,,0,+91 9900459444,Bannerghatta Road,Cafe,,"Cafe, Healthy Food",400
Cafe Potpourri,Yes,No,,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400
Cuppa,No,No,3.4 /5,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea",Cafe,550
Cafe Talk,No,No,3.3 /5,14,+91 9739174185,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, Continental, North Indian, Bakery, Desserts",700
"Malnad Blossom, Coffee & Cream",No,No,3.8 /5,33,+91 9019536123,JP Nagar,Cafe,,Cafe,300
Hearts Unlock Cafe,No,No,3.1 /5,11,"+91 9008143437
+91 7259710298",BTM,Cafe,,"Cafe, Healthy Food",500
Cafe 221B,Yes,Yes,3.7 /5,49,"+91 7899022907
+91 9895765188",BTM,Cafe,,"Cafe, Beverages",300
Cafe Hush,No,No,3.6 /5,22,+91 9113838818,BTM,Cafe,,"Cafe, Fast Food",500
Woodee Pizza,Yes,No,2.7 /5,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500
The 90s Hash House,No,No,3.8 /5,63,"080 75961114
+91 9900873434",BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500
PHEW (Play Hard Eat Wild),Yes,Yes,3.9 /5,487,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700
Cafe Mist,Yes,No,3.8 /5,187,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500
Crave Bit Cafe,No,No,NEW,0,080 42061006,JP Nagar,Cafe,,Cafe,600
Dr. Sheesha,No,Yes,4.1/5,1445,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800
Slate Cafe,Yes,No,4.1/5,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600
Skyline Pizzeria,No,No,3.9/5,764,"+91 7795015404
+91 8197544572",JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",600
D View Cafe,Yes,No,4.0/5,510,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000"
Dialogues,No,No,4.0/5,129,+91 8800946279,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600
Pancuzzi,Yes,No,4.2/5,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600
Cafe Zuppa,Yes,No,NEW,0,"+91 9845266234
+91 6364197777",JP Nagar,Cafe,,"Cafe, Pizza, Fast Food",450
Starbucks,No,No,4.2/5,386,"+91 9663994264
+91 8884678564",JP Nagar,Cafe,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake","Cafe, Desserts",700
Mudpipe Cafe,Yes,Yes,3.9/5,728,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800
Crave Bit Cafe,No,No,NEW,0,080 42061006,JP Nagar,Cafe,,Cafe,600
TAB - Take A Break,No,No,4.1/5,522,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550
Biggies Burger 'n' More,Yes,No,4.1/5,206,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650
Onesta,Yes,Yes,4.4/5,4410,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600
Cafe Potpourri,Yes,No,3.7/5,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400
Crafted Plate,Yes,Yes,4.2/5,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600
De Oxford Cafe,No,No,3.7/5,34,080 48530740,JP Nagar,Cafe,,"Cafe, Beverages, Fast Food",500
Vinaya Coffee Moments,Yes,No,3.8/5,46,"+91 9538699211
080 49566825",JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450
Brew Point,Yes,No,3.6/5,10,+91 9741010084,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",500
Cafe Coffee Day,Yes,No,3.5/5,27,+91 9071381516,JP Nagar,Cafe,,Cafe,650
The Cravery,Yes,No,2.6/5,18,+91 8042008011,JP Nagar,Cafe,,Cafe,500
Cuppa,No,No,3.4/5,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550
"Malnad Blossom, Coffee & Cream",No,No,3.8/5,33,+91 9019536123,JP Nagar,Cafe,,Cafe,300
Anju's Cafe,No,No,3.4/5,6,+91 9845036605,JP Nagar,Cafe,,"Cafe, North Indian",600
Furry Fairy Paw Paradise,No,No,,0,"+91 9901222032
+91 9986450438",JP Nagar,Cafe,,Cafe,500
Skytouch Le Cafe,Yes,No,3.7/5,127,"080 40932483
+91 9740848803",JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700
Woodee Pizza,Yes,No,2.7/5,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500
Cafe Mist,Yes,No,3.8/5,187,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500
Cafe Conico,No,No,NEW,0,+91 9747007662,Bannerghatta Road,Cafe,,"Cafe, Beverages",600
Vaho Kafe & Pressery,No,No,3.9/5,124,"+91 9845687999
080 41494199",Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500
Dreamcatcher,Yes,No,3.9/5,50,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600
Shee-Sha Cafe,No,Yes,3.6/5,39,+91 9739533445,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, North Indian, Chinese, Continental",800
D2V Cafe,No,No,3.6/5,13,"+91 9886986111
+91 8550051111",Bannerghatta Road,Cafe,,Cafe,700
Cafe Talk,No,No,3.3/5,14,+91 9739174185,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, Continental, North Indian, Bakery, Desserts",700
Cafe Choco Craze,No,No,3.7/5,9,"080 41713666
+91 8970970108",Bannerghatta Road,Cafe,,"Cafe, Fast Food, Desserts",400
Go Native,Yes,Yes,4.3/5,1265,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800
Alchemy Coffee Roasters,No,No,4.2/5,713,+91 8762473937,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500
SlimSins Cafe,No,No,4.1/5,710,+91 9535582766,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850
Fabcafe,No,Yes,3.5/5,11,+91 8050403072,Jayanagar,Cafe,,"Cafe, Healthy Food",800
Ruh's Cafe,Yes,No,4.1/5,464,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500
The Airos,Yes,No,4.1/5,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650
Restro Cafe,Yes,No,3.8/5,30,"+91 9740206609
+91 9611828970",Jayanagar,Cafe,,Cafe,400
Bun Town,Yes,No,4.0/5,204,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500
Cross Road Cafe,Yes,No,3.9/5,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300
Tummy Fuel,Yes,No,4.2/5,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400
Willys Top Cafe,Yes,No,4.0/5,310,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750
Royal King Cafe,No,No,NEW,0,+91 9513333220,Kumaraswamy Layout,Cafe,,"Cafe, Fast Food",400
La Grande Cafe,No,No,3.8/5,46,+91 9845525205,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9/5,144,"080 48543015
+91 9008900015",Kumaraswamy Layout,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake","Cafe, Chinese, Arabian",550
Brewz Coffee,Yes,No,3.0/5,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650
On The Nose,Yes,No,3.8/5,614,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600
Mug N Bean,Yes,No,3.9/5,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400
Insta Cafe,Yes,No,2.9/5,7,"080 43025801
+91 9148121314",BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400
Hearts Unlock Cafe,No,No,3.2/5,11,"+91 9008143437
+91 7259710298",BTM,Cafe,,"Cafe, Healthy Food",500
Coffee Tindi,Yes,No,3.8/5,75,+91 9945758046,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",200
People Tree Cafe,No,No,3.7/5,167,+91 9886086452,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400
PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700
Kullad Cafe,Yes,No,3.9/5,331,"+91 8861570148
+91 9972089231",BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200
Cafe Potpourri,Yes,No,3.7/5,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400
Onesta,Yes,Yes,4.4/5,4410,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600
Tummy Fuel,Yes,No,4.2/5,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400
PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700
Dreamcatcher,Yes,No,3.9/5,50,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600
Slate Cafe,Yes,No,4.1/5,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600
Biggies Burger 'n' More,Yes,No,4.1/5,206,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650
Pancuzzi,Yes,No,4.2/5,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600
Cafe Coffee Day,Yes,No,3.7/5,28,+91 9342303654,Bannerghatta Road,Cafe,,"Cafe, Fast Food",900
Go Native,Yes,Yes,4.3/5,1265,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800
Rooftop Cafe,Yes,No,4.1/5,799,"080 26544411
+91 8050712836",Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400
Vinaya Coffee Moments,Yes,No,3.8/5,46,"+91 9538699211
080 49566825",JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450
Bun Town,Yes,No,4.0/5,204,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500
Trippy Paradise,Yes,No,2.6/5,60,"+91 9886525634
+91 7406615506",BTM,Cafe,,Cafe,900
Krazzy Folds,Yes,Yes,4.3/5,1907,080 49652953,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800
Cafe Zuppa,Yes,No,NEW,0,"+91 9845266234
+91 6364197777",JP Nagar,Cafe,,"Cafe, Pizza, Fast Food",450
Cafe Ajfan,Yes,No,4.2/5,265,"+91 7022022107
+91 9606791771",Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone","Cafe, Continental, Beverages",700
Woodee Pizza,Yes,No,2.7/5,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500
On The Nose,Yes,No,3.8/5,614,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600
Mug N Bean,Yes,No,3.9/5,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400
Bakers Town,Yes,No,3.8/5,77,+91 8884550298,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",600
Kirthi's Biryani,Yes,No,3.8/5,145,"080 26711554
+91 9741406338",Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700
Dr. Sheesha,No,Yes,4.1/5,1445,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800
Hang10 Resto N Cafe,Yes,No,3.8/5,100,"+91 7353222277
+91 7353444477",BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700
Ruh's Cafe,Yes,No,4.1/5,464,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500
Brew Point,Yes,No,3.6/5,10,+91 9741010084,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",500
The Cafe Nuts and Bolts,Yes,No,3.0/5,28,"+91 7019869484
+91 8892454909",Kumaraswamy Layout,Cafe,,"Cafe, Fast Food, Chinese",500
Chillout,Yes,No,,0,+91 7012057119,BTM,Cafe,,"Burger, Cafe, Pizza, Fast Food",200
The Airos,Yes,No,4.1/5,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650
Brews N Bites,Yes,No,2.7/5,50,+91 9886791151,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650
Cafe Vivacity,Yes,No,3.8/5,90,"080 26768182
+91 9845704455",Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650
Coffee Tindi,Yes,No,3.8/5,75,+91 9945758046,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",200
Eatery Have U Been,Yes,No,3.4/5,35,+91 9743524748,BTM,"Cafe, Quick Bites",,"Cafe, Chinese, Fast Food, Burger, North Indian",500
The Blue Wagon - Kitchen,Yes,No,4.6/5,233,"+91 8105485007
+91 8095904280",Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Cheese Maggi, Burgers, Bruschetta Bites, Cottage Cheese Sandwich","Cafe, Beverages",400
Willys Top Cafe,Yes,No,4.0/5,310,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750
D View Cafe,Yes,No,4.0 /5,516,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Fried Cheese, Pasta Alfredo, Dragon Rolls, Chicken Pakora, Burgers, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000"
Mudpipe Cafe,Yes,Yes,3.9/5,728,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800
Cross Road Cafe,Yes,No,3.9/5,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300
Skytouch Le Cafe,Yes,No,3.7/5,127,"080 40932483
+91 9740848803",JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700
Crafted Plate,Yes,Yes,4.2/5,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600
Brewz Coffee,Yes,No,3.0/5,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650
Furry Fairy Paw Paradise,No,No,,0,"+91 9901222032
+91 9986450438",JP Nagar,Cafe,,Cafe,500
Restro Cafe,Yes,No,3.8/5,30,"+91 9740206609
+91 9611828970",Jayanagar,Cafe,,Cafe,400
Cafe Fattoush,Yes,No,3.8/5,24,+91 8880786996,BTM,Cafe,,"Cafe, Lebanese",700
Vaho Kafe & Pressery,No,No,3.9/5,124,"+91 9845687999
080 41494199",Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500
D2V Cafe,No,No,3.6/5,13,"+91 9886986111
+91 8550051111",Bannerghatta Road,Cafe,,Cafe,700
Cafe Choco Craze,No,No,3.7/5,9,"080 41713666
+91 8970970108",Bannerghatta Road,Cafe,,"Cafe, Fast Food, Desserts",400
The Cravery,Yes,No,2.6/5,18,+91 8042008011,JP Nagar,Cafe,,Cafe,500
Shee-Sha Cafe,No,Yes,3.6/5,39,+91 9739533445,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, North Indian, Chinese, Continental",800
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9/5,144,"080 48543015
+91 9008900015",Kumaraswamy Layout,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake","Cafe, Chinese, Arabian",550
Hearts Unlock Cafe,No,No,3.2/5,11,"+91 9008143437
+91 7259710298",BTM,Cafe,,"Cafe, Healthy Food",500
Cafe Mist,Yes,No,3.8/5,187,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500
La Passion Cafe,Yes,No,,0,+91 8217706039,BTM,Cafe,,Cafe,500
Insta Cafe,Yes,No,2.9/5,7,"080 43025801
+91 9148121314",BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400
Slate Cafe,Yes,No,4.1/5,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600
Pancuzzi,Yes,No,4.2/5,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600
Cafe Zuppa,Yes,No,NEW,0,"+91 9845266234
+91 6364197777",JP Nagar,Cafe,,"Cafe, Pizza, Fast Food",450
TAB - Take A Break,No,No,4.1/5,522,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550
Crafted Plate,Yes,Yes,4.2/5,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600
"Malnad Blossom, Coffee & Cream",No,No,3.8/5,33,+91 9019536123,JP Nagar,Cafe,,Cafe,300
Cafe Choco Craze,No,No,3.7/5,9,"080 41713666
+91 8970970108",Bannerghatta Road,Cafe,,"Cafe, Fast Food, Desserts",400
Starbucks,No,No,4.1/5,108,,Jayanagar,Cafe,Coffee,"Cafe, Desserts",700
Bun Town,Yes,No,4.0/5,204,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500
Tummy Fuel,Yes,No,4.2/5,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400
Cafe Coffee Day,No,No,3.5/5,7,+91 9379467259,Jayanagar,Cafe,,"Cafe, Fast Food",900
Dr. Sheesha,No,Yes,4.1/5,1445,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800
